ID,Stratum,landcover,alertstrata,Long,Lat,zone,x,y,pixel,line,centxUTM,centyUTM,MGRS,GlobalForestChangeYear(Hansen2013)
191,4,1,4,21.84524613,51.66441291,34,558459.0155,5724052.575,11949,75866,558465,5724045,34UEC,0
192,5,1,5,25.307219,57.80082145,35,399392.382,6407793.117,6647,86406,399405,6407805,35VLE,0
193,5,1,5,-2.222039976,51.6813816,30,553785.3312,5725888.025,11793,42471,553785,5725875,30UWC,0
194,4,1,4,151.2977801,-31.79126736,56,338842.4221,-3518561.056,4628,403953,338835,-3518565,56HLK,0
195,3,1,3,140.2834742,35.66431493,54,435148.1146,3946953.549,7838,151768,435135,3946965,54SVE,0
196,3,1,3,-113.2675389,53.55620181,12,349798.9567,5936537.774,4993,95449,349785,5936535,12UUE,0
197,5,1,5,115.1517429,27.70228837,50,317759.6355,3065590.795,3925,181147,317745,3065595,50RLR,0
198,4,1,4,105.0490877,23.34580958,48,505017.6763,2581802.475,10167,210607,505005,2581815,48QWL,0
199,5,1,5,-75.64876249,3.198273679,18,427919.1279,353531.7905,7597,298215,427905,353535,18NVJ,0
200,4,1,4,-69.47517112,-15.31319047,19,448990.1619,-1693022.59,8300,366434,448995,-1693035,19LDD,0
201,3,1,3,105.4788975,31.72074214,48,545371.2291,3509582.444,11513,179681,545385,3509595,48SWA,0
202,9,2,5,101.6206133,-1.549628477,47,791604.9374,-171461.3643,19720,309049,791595,-171465,47MQU,0
203,9,2,5,-59.29122039,-23.56080188,21,266130.7456,-2607472.413,2205,396915,266145,-2607465,21KTQ,0
204,7,2,3,24.57686217,45.19469545,35,309667.8752,5007435.394,3656,133085,309675,5007435,35TLL,0
205,9,2,5,-103.2909812,54.60857218,13,610379.7345,6052577.313,13679,98247,610365,6052575,13UFA,0
206,6,2,2,101.1283388,28.53572985,47,708245.7963,3158398.456,16942,198054,708255,3158385,47RQM,0
207,1,2,1,38.53700628,-13.5312769,37,449900.7854,-1495936.211,8330,349864,449895,-1495935,37LDF,0
208,9,2,5,-117.8551744,56.41525326,11,447238.6917,6252625.743,8241,84913,447225,6252615,11VMC,0
209,9,2,5,105.0836395,24.03075187,48,508505.0418,2657633.733,10284,208080,508515,2657625,48QWM,0
210,8,2,4,20.54615187,-12.77761108,34,450740.1697,-1412585.928,8358,313754,450735,-1412595,34LDL,0
211,7,2,3,-90.57058931,52.92011236,15,663326.1007,5866146.921,15444,111129,663315,5866155,15UXU,0
212,6,2,2,108.7519555,50.79158014,49,341558.0902,5629057.255,4719,105698,341565,5629065,49UCS,0
213,7,2,3,42.18981827,54.06456495,38,316101.9432,5994357.973,3870,103522,316095,5994345,38ULF,0
214,8,2,4,-42.77444695,-14.90695892,23,739419.3123,-1649231.907,17981,364974,739425,-1649235,23LQD,0
215,7,2,3,17.54066526,62.49867333,33,630868.4394,6932309.144,14362,68923,630855,6932295,33VXK,0
216,7,2,3,-80.90282737,32.96539457,17,509081.0064,3647454.783,10303,188418,509085,3647445,17SNS,0
217,8,2,4,-95.59273952,52.28945258,15,323172.4571,5796398.84,4106,113454,323175,5796405,15UUU,0
218,6,2,2,-54.93287362,5.54071826,21,729000.9538,612833.9683,17634,289572,729015,612825,21NYG,0
219,6,2,2,-44.69384368,-7.055165577,23,533811.4507,-779858.3316,11127,335995,533805,-779865,23MNN,0
220,6,2,2,150.8024269,-25.39861688,56,278929.842,-2810906.212,2631,380364,278925,-2810895,56JKS,0
221,9,2,5,99.77002171,22.34132797,47,579292.3912,2470810.514,12643,220973,579285,2470815,47QNE,0
222,9,2,5,-66.25479905,-54.67785022,19,676988.2177,-6062404.456,15900,512080,676995,-6062415,19FFV,0
223,6,2,2,44.21200024,-17.79362284,38,416481.625,-1967528.531,7216,368918,416475,-1967535,38KMF,0
224,9,2,5,-123.2264873,63.06294911,10,488552.566,6992623.023,6285,56912,488565,6992625,10VDR,0
225,7,2,3,-71.39688235,49.50623546,19,326477.4812,5486494.97,4216,127116,326475,5486505,19UCQ,0
226,7,2,3,23.94567682,61.33002221,34,657626.3298,6803103.919,15254,39897,657615,6803115,34VFP,0
227,9,2,5,126.4466558,47.42944864,52,307446.7461,5256049.699,3582,98132,307455,5256045,52TCT,0
228,9,2,5,80.3509771,66.87900009,44,471560.8596,7418039.613,9052,52732,471555,7418025,44WMV,0
229,8,2,4,-50.82579172,0.210637871,22,519384.9201,23281.92299,10646,309223,519375,23295,22NEF,0
230,8,2,4,33.38841518,0.892037759,36,543216.0145,98599.33511,11441,260047,543225,98595,36NWG,0
231,8,2,4,-63.30557301,-24.46388344,20,469032.1673,-2705620.65,8968,396855,469035,-2705625,20KMU,0
232,8,2,4,55.04614567,53.17169406,40,369403.9744,5893153.013,5647,110229,369405,5893155,40UCE,0
233,9,2,5,-77.46033159,36.2137584,18,278835.4228,4010464.222,2628,176317,278835,4010475,18STF,0
234,9,2,5,16.76907317,65.85775083,33,580730.6042,7305192.129,12691,56493,580725,7305195,33WWP,0
235,6,2,2,-116.4758838,54.3385947,11,534076.0273,6021321.569,11136,92623,534075,6021315,11UNA,0
236,8,2,4,-99.51768065,22.4170096,14,446721.6846,2479077.041,8224,220698,446715,2479065,14QMK,0
237,1,2,1,139.8397147,-4.678656668,54,371307.9054,-517249.9622,5710,300575,371295,-517245,54MUV,0
238,6,2,2,101.180425,55.45424204,47,637886.5673,6147502.401,14596,98417,637875,6147495,47UPB,0
239,6,2,2,-42.16260313,-17.1894561,23,801819.1229,-1902723.714,20061,373424,801825,-1902735,23KRB,0
240,6,2,2,48.5417477,39.02092163,39,287184.6513,4321973.646,2906,159268,287175,4321965,39STD,0
241,7,2,3,37.02365159,63.42771881,37,401372.0928,7034767.4,6713,65507,401385,7034775,37VDL,0
242,9,2,5,-119.9847383,60.82467902,11,337717.4849,6746951.465,4591,68435,337725,6746955,11VLH,0
243,9,2,5,-43.51526051,-3.301685191,23,664960.3924,-365062.5887,15499,322168,664965,-365055,23MPS,0
244,9,2,5,-76.83250707,4.870211814,18,296784.7726,538593.7076,3226,292046,296775,538605,18NTL,0
245,7,2,3,-48.81478234,-25.52373565,22,719599.4609,-2824747.292,17320,404158,719595,-2824755,22JGS,0
246,7,2,3,-8.130419778,41.78487053,29,572258.9391,4626256.487,12409,149125,572265,4626255,29TNG,0
247,6,2,2,-38.65103537,-7.948862533,24,538460.6253,-878660.7292,11282,339288,538455,-878655,24MWS,0
248,8,2,4,25.26265444,-16.20859905,35,314288.5589,-1792795.774,3810,359759,314295,-1792785,35LLC,0
249,1,2,1,-73.30358084,-4.66856082,18,688174.1668,-516254.4814,16273,327208,688185,-516255,18MXV,0
250,1,2,1,136.2330211,57.37296736,53,574150.1016,6359576.151,12472,71348,574155,6359565,53VND,0
251,7,2,3,-73.38303227,6.339961112,18,678858.2372,701063.5996,15962,286631,678855,701055,18NXN,0
252,7,2,3,-53.37923956,5.129958477,22,236228.51,567519.6445,1208,291082,236235,567525,22NBL,0
253,6,2,2,31.45771971,5.067235147,36,329028.616,560299.6558,4301,244657,329025,560295,36NUL,0
254,8,2,4,-8.687475324,52.81213037,29,521064.5455,5851417.681,10702,108286,521055,5851425,29UNU,0
255,6,2,2,-121.8076096,56.84164459,10,572740.4631,6300392.451,9091,79986,572745,6300405,10VEJ,0
256,8,2,4,-43.29482995,-3.950432267,23,689322.7885,-436842.5322,16311,324561,689325,-436845,23MPR,0
257,7,2,3,-0.929937315,39.70643576,30,677461.4608,4397223.809,15916,86759,677475,4397235,30TXK,0
258,7,2,3,112.5875146,2.674344647,49,676482.1565,295711.6923,15883,283476,676485,295725,49NFD,0
259,7,2,3,-82.7942752,47.92493707,17,365963.3008,5309515.422,5532,133016,365955,5309505,17ULP,0
260,8,2,4,-96.91656587,29.37105944,14,702220.6559,3250900.731,16741,194970,702225,3250905,14RQT,0
261,6,2,2,120.7613684,47.20704976,51,330468.6055,5230604.148,4349,102314,330465,5230605,51TUN,0
262,8,2,4,-90.55798394,19.10108071,15,756927.8812,2113804.347,18564,236207,756915,2113815,15QYB,0
263,1,2,1,94.36877035,22.19114526,46,641105.1684,2454620.986,14704,221513,641115,2454615,46QFK,0
264,8,2,4,10.79402647,-0.50025586,32,699655.5128,-55320.61528,16655,255178,699645,-55335,32MPE,0
265,6,2,2,-57.12078259,0.142065743,21,486559.9531,15702.56856,9552,309476,486555,15705,21NVA,0
266,9,2,5,29.33299725,52.26290575,35,659210.5788,5792844.01,15307,106905,659205,5792835,35UPU,0
267,6,2,2,35.73434326,-16.95369912,36,791216.0915,-1876460.407,19707,325882,791205,-1876455,36KYG,0
268,6,2,2,128.698129,57.03834453,52,481680.8767,6321694.759,9390,62610,481695,6321705,52VDJ,0
269,7,2,3,57.44704386,53.73316069,40,529490.5124,5953926.416,10983,108203,529485,5953935,40UEE,0
270,8,2,4,-73.78717302,-42.41653549,18,599786.418,-4696737.8,13326,466557,599775,-4696725,18GWU,0
271,7,2,3,-65.31914321,-6.700845964,20,243620.0195,-741284.3272,1454,331377,243615,-741285,20MKT,0
272,7,2,3,121.9578724,-1.02610016,51,384049.3287,-113433.905,6135,280449,384045,-113445,51MUU,0
273,8,2,4,-100.2630768,26.55559417,14,374188.588,2937834.79,5806,205406,374175,2937825,14RLQ,0
274,8,2,4,-120.0592135,60.71567415,10,660437.8428,6734710.853,12014,65509,660435,6734715,10VFN,0
275,8,2,4,133.2717793,-1.253450916,53,307708.6878,-138607.6631,3590,287954,307695,-138615,53MLU,0
276,6,2,2,17.82975176,-5.763150984,33,813425.2475,-637800.5552,20448,321260,813435,-637815,33MZP,0
277,8,2,4,-62.20379434,-19.83418831,20,583376.2149,-2193329.326,12779,379778,583365,-2193315,20KND,0
278,8,2,4,-60.367612,-25.43036777,20,764759.96,-2815216.081,18825,400508,764745,-2815215,20JQS,0
279,6,2,2,27.59405378,7.296302892,35,565572.7348,806547.5048,12186,273115,565575,806535,35NNJ,0
280,8,2,4,-53.17474945,-3.4591528,22,258384.8022,-382621.7522,1946,322754,258375,-382635,22MBB,0
281,6,2,2,111.0931278,-8.009699978,49,510262.3675,-885371.3611,10342,322846,510255,-885375,49MEM,0
282,7,2,3,110.6734401,60.92484548,49,482296.0711,6754460.44,9410,68185,482295,6754455,49VDH,0
283,7,2,3,125.420362,51.87915448,51,666594.466,5750366.534,15553,84989,666585,5750355,51UXT,0
284,7,2,3,3.961386603,44.02738285,31,577042.9863,4875363.449,12568,134155,577035,4875375,31TEJ,0
285,8,2,4,39.02490019,-9.269122519,37,502734.8267,-1024605.928,10091,334153,502725,-1024605,37LEK,0
286,7,2,3,77.66144784,11.982389,43,789837.4846,1326004.55,19661,255799,789825,1326015,43PGP,0
287,1,2,1,121.3382104,69.00357137,51,433555.7168,7655660.031,7785,21479,433545,7655655,51WVS,0
288,7,2,3,21.04008003,5.526457817,34,504439.3114,610858.7744,10148,246306,504435,610845,34NEM,0
289,7,2,3,41.28042409,53.05837698,37,652822.4323,5881195.775,15094,103960,652815,5881185,37UFU,0
290,8,2,4,29.57309425,-14.13852551,35,777785.9923,-1564571.003,19260,352152,777795,-1564575,35LQE,0
291,6,2,2,45.51364486,56.56731982,38,531563.8856,6269341.735,11052,94355,531555,6269355,38VNH,0
292,8,2,4,-57.27934198,50.22861562,21,480075.4852,5564087.067,9336,124530,480075,5564085,21UVR,0
293,6,2,2,13.3354203,7.457466714,33,316305.196,824667.1295,3877,272511,316305,824655,33NUJ,0
294,6,2,2,39.79483735,-12.57234291,37,586340.9637,-1389973.871,12878,346332,586335,-1389975,37LEG,0
295,6,2,2,7.713714249,7.904799356,32,358208.1291,873992.2144,5274,224200,358215,874005,32NLP,0
296,7,2,3,17.85105555,60.46548666,33,656752.7379,6706647.515,15225,76445,656745,6706635,33VXH,0
297,8,2,4,-68.46251815,49.3573165,19,539030.706,5467317.11,11301,127756,539025,5467305,19UEQ,0
298,6,2,2,123.0695728,40.96106198,51,505854.625,4534436.917,10195,125520,505845,4534425,51TWF,0
299,9,2,5,-113.6147928,62.15410262,12,363763.1582,6894096.95,5459,63530,363765,6894105,12VUQ,0
300,8,2,4,-9.464213459,11.94835909,29,449456.0375,1320885.686,8315,259304,449445,1320885,29PMP,0
301,9,2,5,-122.4255607,61.64773095,10,530434.1046,6835072.302,7681,62164,530445,6835065,10VEP,0
302,7,2,3,-89.49146139,30.48262715,16,260838.7216,3374905.138,2028,197503,260835,3374895,16RBU,0
303,6,2,2,-64.03703599,-18.88332408,20,390771.4781,-2088237.545,6359,376275,390765,-2088225,20KLE,0
304,6,2,2,-100.8267215,18.11843411,14,306721.3937,2004247.106,3558,236525,306735,2004255,14QLF,0
305,9,2,5,-78.40541804,51.04320447,17,681878.6693,5657832.706,16063,121405,681885,5657835,17UPS,0
306,7,2,3,90.7095953,63.02682183,46,384109.7697,6990642.405,6137,70312,384105,6990645,46VCR,0
307,6,2,2,9.824791778,49.45487638,32,559775.755,5478351.184,11993,70722,559785,5478345,32UNV,0
308,1,2,1,-62.20481126,-7.574946282,20,587720.2558,-837388.2263,12924,334580,587715,-837375,20MNS,0
309,9,2,5,-73.56669045,-7.5610142,18,658129.9307,-836028.0922,15271,337867,658125,-836025,18MXS,0
310,8,2,4,-83.14916134,34.37770101,17,302395.4125,3806129.208,3413,183129,302385,3806115,17SLU,0
311,6,2,2,118.4129594,52.5309551,50,595846.1244,5821033.296,13195,89299,595845,5821035,50UND,0
312,7,2,3,19.14179847,-3.043274932,34,293482.1054,-336554.3326,3116,277886,293475,-336555,34MBB,0
313,7,2,3,125.7601765,-1.833486746,51,807101.706,-202892.8809,20237,283431,807105,-202905,51MZU,0
314,9,2,5,-75.05510121,50.63362783,18,496103.2008,5609085.654,9870,123030,496095,5609085,18UVB,0
315,9,2,5,27.04716878,67.32955077,35,502028.7989,7468119.039,10068,51062,502035,7468125,35WNQ,0
316,6,2,2,10.83172598,5.192803404,32,703028.5114,574270.3616,16768,234191,703035,574275,32NQL,0
317,6,2,2,33.78590258,-5.228842543,36,587092.4903,-578014.73,12903,282601,587085,-578025,36MWV,0
318,7,2,3,63.46832383,61.33987832,41,525058.445,6800735.363,10835,76642,525045,6800745,41VNJ,0
319,7,2,3,-110.4556252,49.61772078,12,539322.1308,5496270.857,11311,110124,539325,5496285,12UWV,0
320,9,2,5,124.7750188,8.49797877,51,695391.0209,939798.212,16513,245341,695385,939795,51PXK,0
321,8,2,4,83.5863227,23.47602872,44,764173.4171,2598593.896,18806,213380,764175,2598585,44QQM,0
322,6,2,2,109.763617,1.646708517,49,362467.2393,182053.9189,5416,287265,362475,182055,49NCB,0
323,8,2,4,32.8195206,-20.18788158,36,481143.3879,-2232282.754,9372,337743,481155,-2232285,36KVC,0
324,9,2,5,-73.01613607,-37.15514606,18,676166.7347,-4113925.928,15872,447130,676155,-4113915,18HXD,0
325,6,2,2,115.4008047,54.67343479,50,396877.0799,6059626.835,6563,81346,396885,6059625,50ULF,0
326,8,2,4,93.11068656,64.06116896,46,505402.0792,7103835.11,10180,66539,505395,7103835,46WES,0
327,8,2,4,105.0297526,14.05481077,48,503212.2391,1553788.322,10107,244875,503205,1553775,48PWA,0
328,8,2,4,-104.7264933,23.22862143,13,527982.0256,2568854.797,10933,214371,527985,2568855,13QEF,0
329,9,2,5,57.17641321,55.17475279,40,511235.788,6114252.218,10375,102859,511245,6114255,40UEG,0
330,9,2,5,-136.4924397,63.55536276,8,425848.851,7048333.308,7528,28389,425835,7048335,08VMR,0
331,8,2,4,103.1668081,29.2844321,48,321922.2764,3240892.714,4064,188638,321915,3240885,48RUT,0
332,7,2,3,-57.32751871,48.53846665,21,475823.9139,5376203.156,9194,130793,475815,5376195,21UVP,0
333,8,2,4,-67.27423959,6.144415263,19,690966.4708,679476.4867,16366,287350,690975,679485,19NFG,0
334,6,2,2,23.37765174,7.55322442,34,762365.8266,835622.5254,18746,238813,762375,835635,34NGP,0
335,9,2,5,119.7338599,58.19611128,50,660684.7536,6453803.086,15356,68207,660675,6453795,50VPK,0
336,8,2,4,-115.3694418,56.99817275,11,599052.3705,6318364.684,13302,82721,599055,6318375,11VND,0
337,6,2,2,107.0131968,34.17034243,48,685556.6453,3782874.885,16185,170572,685545,3782865,48SXC,0
338,1,2,1,90.63578256,51.87553233,46,337256.3776,5749836.762,4575,111672,337245,5749845,46UCC,0
339,6,2,2,-77.4893914,34.68154557,18,271936.8522,3840548.815,2398,181981,271935,3840555,18STD,0
340,8,2,4,-78.87238031,47.75251712,17,659464.9659,5290986.321,15316,133633,659475,5290995,17UPP,0
341,7,2,3,-58.97931911,-4.990842448,21,280537.5438,-551981.9154,2685,328399,280545,-551985,21MTQ,0
342,6,2,2,-59.70318929,-17.36165126,21,212733.1563,-1921586.63,425,374052,212745,-1921575,21KTA,0
343,6,2,2,-43.26260896,-22.12706963,23,679194.57,-2447915.453,15973,391597,679185,-2447925,23KPR,0
344,9,2,5,-69.70728232,48.55852737,19,447812.0836,5378622.725,8261,130712,447825,5378625,19UDP,0
345,7,2,3,37.77216778,64.87489154,37,441831.7175,7195075.933,8061,60164,441825,7195065,37WDN,0
346,7,2,3,82.58806177,55.71863106,44,599757.6506,6175907.149,13325,94136,599745,6175905,44UNG,0
347,8,2,4,147.4090046,-25.60139331,55,541069.5911,-2831605.222,11369,381054,541065,-2831595,55JEM,0
348,6,2,2,29.39411201,-11.99569339,35,760694.7746,-1327209.915,18690,344240,760695,-1327215,35LQG,0
349,7,2,3,122.4192853,51.45757542,51,459653.7392,5700870.927,8655,86638,459645,5700885,51UVT,0
350,8,2,4,-106.7694321,59.35294188,13,399391.9938,6580690.055,6647,80643,399405,6580695,13VCF,0
351,7,2,3,127.4869971,35.13196593,52,362152.5502,3888725.263,5405,143709,362145,3888735,52SCD,0
352,8,2,4,-60.3719434,-26.91490279,20,760993.506,-2979720.753,18700,405992,760995,-2979735,20JQR,0
353,7,2,3,-67.99265731,0.018383003,19,612097.8291,2032.190349,13737,309932,612105,2025,19NFA,0
354,7,2,3,-90.35791296,42.55169929,15,716917.8349,4714417.187,17231,149520,716925,4714425,15TYH,0
355,7,2,3,5.733774914,9.293256615,31,800342.9546,1028431.818,20012,262386,800355,1028445,31PHL,0
356,8,2,4,-91.78268847,15.4494704,15,630601.1959,1708410.025,14354,249720,630615,1708425,15PXT,0
357,8,2,4,80.22282823,60.47997491,44,457281.2861,6705118.971,8576,76496,457275,6705105,44VMN,0
358,6,2,2,13.57951881,46.63353304,33,391271.5486,5165421.195,6376,127819,391275,5165415,33TUM,0
359,8,2,4,-62.48415364,-20.90269811,20,553646.5114,-2311465.196,11788,383716,553635,-2311455,20KNB,0
360,9,2,5,116.1059132,-0.074677817,50,400506.5461,-8255.154441,6684,283609,400515,-8265,50NMF,0
361,1,2,1,84.00526599,53.35204023,45,300686.8829,5915614.052,3356,106146,300675,5915625,45UUV,0
362,6,2,2,67.33090847,52.76656924,42,387387.7087,5847609.894,6246,108413,387375,5847615,42UUD,0
363,9,2,5,94.06310753,27.72182271,46,604798.0461,3066840.173,13493,201105,604785,3066855,46RFR,0
364,9,2,5,19.43620658,-3.199600227,34,326236.8045,-353788.0273,4208,278460,326235,-353775,34MCB,0
365,9,2,5,-116.7890056,60.62905752,11,511544.6299,6721489.766,10385,69284,511545,6721485,11VNH,0
366,9,2,5,-5.182586819,43.22536235,30,322749.7707,4788154.115,4092,73728,322755,4788165,30TUN,0
367,7,2,3,22.36061247,7.621637592,34,650087.0833,842706.0688,15003,238577,650085,842715,34NFP,0
368,6,2,2,-122.191662,45.88056993,10,562725.9464,5081095.79,8757,120630,562725,5081085,10TER,0
369,9,2,5,-116.5801328,56.02056878,11,526172.2008,6208448.362,10873,86385,526185,6208455,11VNC,0
370,7,2,3,25.53101687,0.736243277,35,336534.3366,81403.97917,4551,297286,336525,81405,35NLA,0
371,7,2,3,119.9076994,55.89295263,50,681818.8473,6197986.933,16061,76734,681825,6197985,50VPH,0
372,6,2,2,-62.02586886,-24.86426589,20,598410.0943,-2750270.016,13281,398343,598425,-2750265,20JNT,0
373,9,2,5,-120.3827602,54.37339436,10,670000.9487,6028223.956,12333,89059,670005,6028215,10UFF,0
374,8,2,4,-97.13118273,36.54019072,14,667284.602,4045490.853,15576,168484,667275,4045485,14SPF,0
375,8,2,4,19.99294205,-7.608474263,34,388914.1718,-841143.7463,6297,294706,388905,-841155,34MCS,0
376,6,2,2,40.92924886,60.97811732,37,604406.371,6761887.232,13480,74603,604395,6761895,37VFH,0
377,1,2,1,28.61515034,59.71597993,35,590854.5066,6620887.146,13029,79303,590865,6620895,35VNG,0
378,8,2,4,-76.79347501,20.01176594,18,312383.4582,2213788.429,3746,236207,312375,2213775,18QUH,0
379,7,2,3,-87.93992138,20.93941724,16,402272.4379,2315729.295,6743,232809,402285,2315715,16QDJ,0
380,9,2,5,157.4303393,66.23541645,57,429421.7775,7347035.504,7648,18432,429435,7347045,57WVP,0
381,9,2,5,17.47829852,-14.16631528,33,767513.7178,-1567536.672,18917,352251,767505,-1567545,33LYE,0
382,9,2,5,13.5624837,58.26752282,33,415668.1511,6459394.779,7189,84686,415665,6459405,33VVE,0
383,9,2,5,2.497153469,7.0794026,31,444468.8295,782556.5955,8149,270582,444465,782565,31NDH,0
384,9,2,5,133.2026565,57.3844374,53,391950.9442,6361608.682,6399,71280,391965,6361605,53VLD,0
385,6,2,2,-64.51572138,-25.70378448,20,347920.5998,-2843753.108,4931,401459,347925,-2843745,20JLS,0
386,9,2,5,115.33175,-3.303518138,50,314645.7642,-365297.6037,3822,295510,314655,-365295,50MLB,0
387,9,2,5,-109.1745878,55.98702424,12,613877.9091,6206139.31,13796,86462,613875,6206145,12VXH,0
388,6,2,2,-44.83915064,-2.257113089,23,517884.7367,-249481.098,10596,318316,517875,-249495,23MNT,0
389,8,2,4,127.1734782,48.80184533,52,365877.4005,5407037.088,5529,93099,365865,5407035,52UCV,0
390,9,2,5,-47.01981445,-8.370244284,23,277579.1048,-925800.1738,2586,340860,277575,-925815,23LKL,0
391,9,2,5,-67.67482798,48.77599687,19,597359.2111,5403401.8,13245,129886,597345,5403405,19UEQ,0
392,8,2,4,-78.87828288,35.36911254,17,692751.4104,3916043.865,16425,179465,692745,3916035,17SPV,0
393,9,2,5,-122.094564,44.21127999,10,572334.5111,4895738.238,9077,126808,572325,4895745,10TEQ,0
394,9,2,5,19.95945263,-14.45787128,34,387851.0957,-1598619.836,6262,319955,387855,-1598625,34LCK,0
395,7,2,3,-99.11133305,24.90612788,14,488756.8888,2754558.087,9625,211515,488745,2754555,14RMN,0
396,6,2,2,92.77353102,55.87591907,46,485830.4184,6192293.038,9528,96924,485835,6192285,46VDH,0
397,7,2,3,69.76894459,56.59612666,42,547216.0305,6272694.592,11574,94244,547215,6272685,42VWH,0
398,7,2,3,95.3026132,29.11287636,46,724062.2686,3222682.734,17469,195911,724065,3222675,46RGT,0
399,7,2,3,149.4421557,-34.6492223,55,723821.7295,-3836857.266,17461,414563,723825,-3836865,55HGB,0
400,9,2,5,140.2124683,-7.91842024,54,413194.8358,-875361.2893,7107,312512,413205,-875355,54MVS,0
401,6,2,2,113.419229,34.17813913,49,722967.7483,3784553.294,17432,167182,722955,3784545,49SGT,0
402,8,2,4,20.91595947,-16.01938329,34,491009.2359,-1771081.269,9700,325704,490995,-1771095,34LDH,0
403,9,2,5,-62.500832,-1.096773426,20,555535.4996,-121231.1967,11851,310709,555525,-121245,20MND,0
404,8,2,4,-59.32013728,-22.62127317,21,261524.4188,-2503453.7,2051,393448,261525,-2503455,21KTR,0
405,7,2,3,145.1849333,-7.503394369,55,299713.9688,-829812.3502,3324,314328,299715,-829815,55MBM,0
406,7,2,3,25.25217996,-9.861191982,35,308337.8648,-1090566.225,3611,336352,308325,-1090575,35LLK,0
407,1,2,1,78.43992537,60.21143278,44,358141.0094,6677709.524,5272,77409,358155,6677715,44VLM,0
408,6,2,2,-69.45856286,7.267842511,19,449380.1637,803383.7235,8313,283220,449385,803385,19NDJ,0
409,8,2,4,34.48975896,-4.616528159,36,665257.1442,-510449.0945,15509,280348,665265,-510435,36MXV,0
410,9,2,5,-72.71593743,-37.60529923,18,701618.3791,-4164476.644,16721,448815,701625,-4164465,18HYD,0
411,6,2,2,38.70228254,-11.56384391,37,467539.4431,-1278341.997,8918,342611,467535,-1278345,37LDH,0
412,9,2,5,-78.42358522,36.23941293,17,731525.9467,4013581.872,17718,176213,731535,4013595,17SQA,0
413,13,3,5,106.6181199,21.69957716,48,667389.482,2400449.07,15580,216653,667395,2400435,48QXK,9
414,12,3,4,146.3049745,-6.337031452,55,423128.6355,-700512.4542,7438,310018,423135,-700515,55MDP,15
415,12,3,4,-48.56722493,-11.60947206,22,765278.5386,-1284504.274,18843,352816,765285,-1284495,22LGN,14
416,12,3,4,-105.4727641,36.05429888,13,457419.974,3990074.413,8581,166997,457425,3990075,13SDV,22
417,13,3,5,103.7437124,13.97598944,48,364308.7795,1545430.183,5477,245153,364305,1545435,48PUA,22
418,10,3,2,-124.8181384,56.12591054,10,386982.7921,6221582.232,2899,82613,386985,6221595,10VCH,21
419,13,3,5,111.7490641,-2.146308841,49,583296.3799,-237253.122,12777,301242,583305,-237255,49MET,9
420,11,3,3,28.80706406,65.6046398,35,583275.0553,7277039.32,12776,57432,583275,7277025,35WNN,22
421,11,3,3,116.2168838,23.12086555,50,419814.9487,2557114.834,7327,198096,419805,2557125,50QML,17
422,12,3,4,97.4989813,3.849190019,47,333329.4409,425604.1563,4444,289147,333315,425595,47NLE,0
423,10,3,2,-79.36085685,41.38010825,17,637061.8373,4582250.302,14569,157258,637065,4582245,17TPF,0
424,13,3,5,99.20941985,8.72780405,47,523035.1689,964765.5594,10768,271175,523035,964755,47PNK,0
425,10,3,2,116.0921663,62.94577634,50,453931.7647,6979872.839,8465,50671,453945,6979875,50VMQ,21
426,13,3,5,-40.00047179,-17.64535039,24,393873.3049,-1951230.085,6463,375041,393885,-1951245,24KUF,12
427,13,3,5,106.155454,18.26541577,48,622141.7911,2019936.555,14072,229336,622155,2019945,48QXF,0
428,13,3,5,101.7518398,0.537002553,47,806316.0784,59423.91742,20211,301353,806325,59415,47NRA,0
429,12,3,4,128.1636026,-3.597969664,52,407108.8406,-397731.5487,6904,286591,407115,-397725,52MDB,22
430,10,3,2,-134.1759636,66.95145546,8,536000.7625,7426206.735,11200,15793,535995,7426215,08WNV,22
431,11,3,3,102.7113471,-1.701309392,48,245373.6847,-188197.4043,1513,302941,245385,-188205,48MTD,16
432,13,3,5,111.6179694,-1.984555495,49,568724.8967,-219366.726,12291,300646,568725,-219375,49MET,16
433,10,3,2,-122.6298891,39.63039535,10,531762.2725,4386801.463,7725,143773,531765,4386795,10SEJ,20
434,12,3,4,26.14291492,-12.80847211,35,406982.6212,-1416109.774,6900,347203,406995,-1416105,35LMF,22
435,13,3,5,136.2435959,58.47870664,53,572521.8027,6482679.013,12418,67244,572535,6482685,53VNE,22
436,12,3,4,19.05418251,-33.6846146,34,319633.1621,-3728886.604,3988,390964,319635,-3728895,34HCH,17
437,10,3,2,130.395247,50.56717743,52,598810.0948,5602624.496,13294,86579,598815,5602635,52UEB,16
438,11,3,3,131.244468,31.57283902,52,713003.7623,3495274.809,17100,156824,712995,3495285,52SGA,0
439,10,3,2,124.9798882,61.66658019,51,604821.1936,6838632.098,13494,48713,604815,6838635,51VXJ,22
440,11,3,3,5.699691066,6.694942918,31,798481.2847,740846.348,19950,271973,798495,740835,31NGH,21
441,10,3,2,113.9323971,53.72096177,49,693475.1672,5956469.193,16449,94785,693465,5956455,49UFV,8
442,11,3,3,-93.89516959,31.91549379,15,415367.4582,3531418.418,7179,188954,415365,3531405,15SVR,1
443,13,3,5,134.9938343,60.45506779,53,499660.824,6702092.823,9989,59930,499665,6702105,53VMH,22
