granuleID,SensingTime,ProductionTime,VEG-DIST-STATUS,VEG-ANOM,VEG-IND,VEG-HIST,VEG-ANOM-MAX,VEG-DIST-CONF,VEG-DIST-DATE,VEG-DIST-COUNT,VEG-DIST-DUR,VEG-LAST-DATE,GEN-DIST-STATUS,GEN-ANOM,GEN-ANOM-MAX,GEN-DIST-CONF,GEN-DIST-DATE,GEN-DIST-COUNT,GEN-DIST-DUR,GEN-LAST-DATE
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230102T063249Z_20231221T224125Z_S2B_30_v1_VEG-DIST-STATUS,20230102,2023-12-21 22:41:25,0,0,60,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230104T062241Z_20231221T224144Z_S2A_30_v1_VEG-DIST-STATUS,20230104,2023-12-21 22:41:44,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230106T062453Z_20231221T224203Z_L9_30_v1_VEG-DIST-STATUS,20230106,2023-12-21 22:42:03,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230107T061840Z_20231221T224222Z_L8_30_v1_VEG-DIST-STATUS,20230107,2023-12-21 22:42:22,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230107T063241Z_20231221T224240Z_S2A_30_v1_VEG-DIST-STATUS,20230107,2023-12-21 22:42:40,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230108T061231Z_20231221T224259Z_L9_30_v1_VEG-DIST-STATUS,20230108,2023-12-21 22:42:59,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230109T062229Z_20231221T224317Z_S2B_30_v1_VEG-DIST-STATUS,20230109,2023-12-21 22:43:17,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230114T062221Z_20231221T224335Z_S2A_30_v1_VEG-DIST-STATUS,20230114,2023-12-21 22:43:35,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230114T062446Z_20231221T224353Z_L8_30_v1_VEG-DIST-STATUS,20230114,2023-12-21 22:43:53,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230115T061838Z_20231221T224411Z_L9_30_v1_VEG-DIST-STATUS,20230115,2023-12-21 22:44:11,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230116T061222Z_20231221T224430Z_L8_30_v1_VEG-DIST-STATUS,20230116,2023-12-21 22:44:30,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230119T062159Z_20231221T224449Z_S2B_30_v1_VEG-DIST-STATUS,20230119,2023-12-21 22:44:49,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230122T062445Z_20231221T224508Z_L9_30_v1_VEG-DIST-STATUS,20230122,2023-12-21 22:45:08,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230122T063149Z_20231221T224528Z_S2B_30_v1_VEG-DIST-STATUS,20230122,2023-12-21 22:45:28,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230123T061836Z_20231221T224550Z_L8_30_v1_VEG-DIST-STATUS,20230123,2023-12-21 22:45:50,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230124T061226Z_20231221T224611Z_L9_30_v1_VEG-DIST-STATUS,20230124,2023-12-21 22:46:11,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230124T062141Z_20231221T224633Z_S2A_30_v1_VEG-DIST-STATUS,20230124,2023-12-21 22:46:33,0,255,255,200,0,0,NA,0,0,732,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230127T063131Z_20231221T224658Z_S2A_30_v1_VEG-DIST-STATUS,20230127,2023-12-21 22:46:58,0,0,41,200,0,0,NA,0,0,757,0,4,0,0,NA,0,0,757
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230129T062119Z_20231221T224723Z_S2B_30_v1_VEG-DIST-STATUS,20230129,2023-12-21 22:47:23,0,255,255,200,0,0,NA,0,0,757,0,-1,0,0,NA,0,0,757
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230130T062449Z_20231221T224748Z_L8_30_v1_VEG-DIST-STATUS,20230130,2023-12-21 22:47:48,0,255,255,200,0,0,NA,0,0,757,0,-1,0,0,NA,0,0,757
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230131T061843Z_20231221T224809Z_L9_30_v1_VEG-DIST-STATUS,20230131,2023-12-21 22:48:09,0,255,255,200,0,0,NA,0,0,757,0,-1,0,0,NA,0,0,757
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230201T061228Z_20231221T224831Z_L8_30_v1_VEG-DIST-STATUS,20230201,2023-12-21 22:48:31,0,255,255,200,0,0,NA,0,0,757,0,-1,0,0,NA,0,0,757
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230206T063041Z_20231221T224846Z_S2A_30_v1_VEG-DIST-STATUS,20230206,2023-12-21 22:48:46,0,0,70,200,0,0,NA,0,0,767,0,1,0,0,NA,0,0,767
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230207T062457Z_20231221T224901Z_L9_30_v1_VEG-DIST-STATUS,20230207,2023-12-21 22:49:01,0,255,255,200,0,0,NA,0,0,767,0,-1,0,0,NA,0,0,767
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230208T061837Z_20231221T224914Z_L8_30_v1_VEG-DIST-STATUS,20230208,2023-12-21 22:49:14,0,0,51,200,0,0,NA,0,0,769,0,6,0,0,NA,0,0,769
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230208T062019Z_20231221T224929Z_S2B_30_v1_VEG-DIST-STATUS,20230208,2023-12-21 22:49:29,0,255,255,200,0,0,NA,0,0,769,0,-1,0,0,NA,0,0,769
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230211T063009Z_20231221T224943Z_S2B_30_v1_VEG-DIST-STATUS,20230211,2023-12-21 22:49:43,0,255,255,200,0,0,NA,0,0,769,0,-1,0,0,NA,0,0,769
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230213T061951Z_20231221T224957Z_S2A_30_v1_VEG-DIST-STATUS,20230213,2023-12-21 22:49:57,0,255,255,200,0,0,NA,0,0,769,0,-1,0,0,NA,0,0,769
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230216T061842Z_20231221T225012Z_L9_30_v1_VEG-DIST-STATUS,20230216,2023-12-21 22:50:12,0,255,255,200,0,0,NA,0,0,769,0,-1,0,0,NA,0,0,769
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230218T061919Z_20231221T225026Z_S2B_30_v1_VEG-DIST-STATUS,20230218,2023-12-21 22:50:26,0,255,255,200,0,0,NA,0,0,769,0,-1,0,0,NA,0,0,769
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230221T062859Z_20231221T225038Z_S2B_30_v1_VEG-DIST-STATUS,20230221,2023-12-21 22:50:38,0,255,255,200,0,0,NA,0,0,769,0,9,0,0,NA,0,0,782
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230223T061841Z_20231221T225051Z_S2A_30_v1_VEG-DIST-STATUS,20230223,2023-12-21 22:50:51,0,255,255,200,0,0,NA,0,0,769,0,-1,0,0,NA,0,0,782
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230223T062443Z_20231221T225107Z_L9_30_v1_VEG-DIST-STATUS,20230223,2023-12-21 22:51:07,0,255,255,200,0,0,NA,0,0,769,0,-1,0,0,NA,0,0,782
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230224T061820Z_20231221T225121Z_L8_30_v1_VEG-DIST-STATUS,20230224,2023-12-21 22:51:21,0,255,255,200,0,0,NA,0,0,769,0,-1,0,0,NA,0,0,782
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230225T061221Z_20231221T225134Z_L9_30_v1_VEG-DIST-STATUS,20230225,2023-12-21 22:51:34,0,255,255,200,0,0,NA,0,0,769,0,-1,0,0,NA,0,0,782
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230226T062831Z_20231221T225146Z_S2A_30_v1_VEG-DIST-STATUS,20230226,2023-12-21 22:51:46,0,255,255,200,0,0,NA,0,0,769,0,-1,0,0,NA,0,0,782
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230228T061809Z_20231221T225159Z_S2B_30_v1_VEG-DIST-STATUS,20230228,2023-12-21 22:51:59,0,255,255,200,0,0,NA,0,0,769,0,-1,0,0,NA,0,0,782
OPERA_L3_DIST-ALERT-HLS_T41SPA_20230303T062429Z_20231221T225212Z_L8_30_v1_VEG-DIST-STATUS,20230303,2023-12-21 22:52:12,0,255,255,200,0,0,NA,0,0,769,0,-1,0,0,NA,0,0,782
