granuleID,SensingTime,ProductionTime,VEG-DIST-STATUS,VEG-ANOM,VEG-IND,VEG-HIST,VEG-ANOM-MAX,VEG-DIST-CONF,VEG-DIST-DATE,VEG-DIST-COUNT,VEG-DIST-DUR,VEG-LAST-DATE,GEN-DIST-STATUS,GEN-ANOM,GEN-ANOM-MAX,GEN-DIST-CONF,GEN-DIST-DATE,GEN-DIST-COUNT,GEN-DIST-DUR,GEN-LAST-DATE
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230101T173745Z_20231220T232512Z_L9_30_v1_VEG-DIST-STATUS,20230101,2023-12-20 23:25:12,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230101T175741Z_20231220T232523Z_S2A_30_v1_VEG-DIST-STATUS,20230101,2023-12-20 23:25:23,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230106T175729Z_20231220T232534Z_S2B_30_v1_VEG-DIST-STATUS,20230106,2023-12-20 23:25:34,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230108T174355Z_20231220T232545Z_L9_30_v1_VEG-DIST-STATUS,20230108,2023-12-20 23:25:45,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230108T174721Z_20231220T232556Z_S2A_30_v1_VEG-DIST-STATUS,20230108,2023-12-20 23:25:56,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230109T173741Z_20231220T232608Z_L8_30_v1_VEG-DIST-STATUS,20230109,2023-12-20 23:26:08,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230110T173156Z_20231220T232619Z_L9_30_v1_VEG-DIST-STATUS,20230110,2023-12-20 23:26:19,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230113T174659Z_20231220T232631Z_S2B_30_v1_VEG-DIST-STATUS,20230113,2023-12-20 23:26:31,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230116T174345Z_20231220T232643Z_L8_30_v1_VEG-DIST-STATUS,20230116,2023-12-20 23:26:43,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230116T175659Z_20231220T232656Z_S2B_30_v1_VEG-DIST-STATUS,20230116,2023-12-20 23:26:56,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230117T173738Z_20231220T232709Z_L9_30_v1_VEG-DIST-STATUS,20230117,2023-12-20 23:27:09,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230121T175641Z_20231220T232722Z_S2A_30_v1_VEG-DIST-STATUS,20230121,2023-12-20 23:27:22,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230124T174350Z_20231220T232735Z_L9_30_v1_VEG-DIST-STATUS,20230124,2023-12-20 23:27:35,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230125T173739Z_20231220T232748Z_L8_30_v1_VEG-DIST-STATUS,20230125,2023-12-20 23:27:48,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230126T173154Z_20231220T232800Z_L9_30_v1_VEG-DIST-STATUS,20230126,2023-12-20 23:28:00,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230126T175619Z_20231220T232813Z_S2B_30_v1_VEG-DIST-STATUS,20230126,2023-12-20 23:28:13,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230131T175551Z_20231220T232826Z_S2A_30_v1_VEG-DIST-STATUS,20230131,2023-12-20 23:28:26,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230201T174351Z_20231220T232839Z_L8_30_v1_VEG-DIST-STATUS,20230201,2023-12-20 23:28:39,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T13TEE_20230202T173746Z_20231220T232852Z_L9_30_v1_VEG-DIST-STATUS,20230202,2023-12-20 23:28:52,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
