granuleID,SensingTime,ProductionTime,VEG-DIST-STATUS,VEG-ANOM,VEG-IND,VEG-HIST,VEG-ANOM-MAX,VEG-DIST-CONF,VEG-DIST-DATE,VEG-DIST-COUNT,VEG-DIST-DUR,VEG-LAST-DATE,GEN-DIST-STATUS,GEN-ANOM,GEN-ANOM-MAX,GEN-DIST-CONF,GEN-DIST-DATE,GEN-DIST-COUNT,GEN-DIST-DUR,GEN-LAST-DATE
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230102T142854Z_20231221T054402Z_L8_30_v1_VEG-DIST-STATUS,20230102,2023-12-21 05:44:02,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230103T142245Z_20231221T054421Z_L9_30_v1_VEG-DIST-STATUS,20230103,2023-12-21 05:44:21,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230105T142711Z_20231221T054440Z_S2A_30_v1_VEG-DIST-STATUS,20230105,2023-12-21 05:44:40,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230108T143731Z_20231221T054503Z_S2A_30_v1_VEG-DIST-STATUS,20230108,2023-12-21 05:45:03,0,0,100,200,0,0,NA,0,0,738,0,7,0,0,NA,0,0,738
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230110T142709Z_20231221T054525Z_S2B_30_v1_VEG-DIST-STATUS,20230110,2023-12-21 05:45:25,0,255,255,200,0,0,NA,0,0,738,0,-1,0,0,NA,0,0,738
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230110T142855Z_20231221T054548Z_L9_30_v1_VEG-DIST-STATUS,20230110,2023-12-21 05:45:48,0,255,255,200,0,0,NA,0,0,738,0,-1,0,0,NA,0,0,738
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230111T142240Z_20231221T054611Z_L8_30_v1_VEG-DIST-STATUS,20230111,2023-12-21 05:46:11,0,255,255,200,0,0,NA,0,0,738,0,-1,0,0,NA,0,0,738
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230113T143719Z_20231221T054634Z_S2B_30_v1_VEG-DIST-STATUS,20230113,2023-12-21 05:46:34,0,255,255,200,0,0,NA,0,0,738,0,-1,0,0,NA,0,0,738
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230115T142711Z_20231221T054656Z_S2A_30_v1_VEG-DIST-STATUS,20230115,2023-12-21 05:46:56,0,255,255,200,0,0,NA,0,0,738,0,-1,0,0,NA,0,0,738
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230118T142910Z_20231221T054720Z_L8_30_v1_VEG-DIST-STATUS,20230118,2023-12-21 05:47:20,0,255,255,200,0,0,NA,0,0,738,0,-1,0,0,NA,0,0,738
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230118T143721Z_20231221T054742Z_S2A_30_v1_VEG-DIST-STATUS,20230118,2023-12-21 05:47:42,0,0,100,200,0,0,NA,0,0,748,0,6,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230119T142300Z_20231221T054805Z_L9_30_v1_VEG-DIST-STATUS,20230119,2023-12-21 05:48:05,0,255,255,200,0,0,NA,0,0,748,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230120T142709Z_20231221T054829Z_S2B_30_v1_VEG-DIST-STATUS,20230120,2023-12-21 05:48:29,0,255,255,200,0,0,NA,0,0,748,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230123T143729Z_20231221T054853Z_S2B_30_v1_VEG-DIST-STATUS,20230123,2023-12-21 05:48:53,0,255,255,200,0,0,NA,0,0,748,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230125T142711Z_20231221T054918Z_S2A_30_v1_VEG-DIST-STATUS,20230125,2023-12-21 05:49:18,0,255,255,200,0,0,NA,0,0,748,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230126T142853Z_20231221T054941Z_L9_30_v1_VEG-DIST-STATUS,20230126,2023-12-21 05:49:41,0,255,255,200,0,0,NA,0,0,748,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230202T143729Z_20231221T055006Z_S2B_30_v1_VEG-DIST-STATUS,20230202,2023-12-21 05:50:06,0,255,255,200,0,0,NA,0,0,748,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230207T143731Z_20231221T055030Z_S2A_30_v1_VEG-DIST-STATUS,20230207,2023-12-21 05:50:30,0,255,255,200,0,0,NA,0,0,748,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230209T142709Z_20231221T055055Z_S2B_30_v1_VEG-DIST-STATUS,20230209,2023-12-21 05:50:55,0,255,255,200,0,0,NA,0,0,748,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230211T142859Z_20231221T055119Z_L9_30_v1_VEG-DIST-STATUS,20230211,2023-12-21 05:51:19,0,255,255,200,0,0,NA,0,0,748,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230212T142236Z_20231221T055144Z_L8_30_v1_VEG-DIST-STATUS,20230212,2023-12-21 05:51:44,0,255,255,200,0,0,NA,0,0,748,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230212T143729Z_20231221T055209Z_S2B_30_v1_VEG-DIST-STATUS,20230212,2023-12-21 05:52:09,0,255,255,200,0,0,NA,0,0,748,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230214T142711Z_20231221T055234Z_S2A_30_v1_VEG-DIST-STATUS,20230214,2023-12-21 05:52:34,0,255,255,200,0,0,NA,0,0,748,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230219T142904Z_20231221T055259Z_L8_30_v1_VEG-DIST-STATUS,20230219,2023-12-21 05:52:59,0,255,255,200,0,0,NA,0,0,748,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230220T142239Z_20231221T055324Z_L9_30_v1_VEG-DIST-STATUS,20230220,2023-12-21 05:53:24,0,255,255,200,0,0,NA,0,0,748,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230222T143729Z_20231221T055350Z_S2B_30_v1_VEG-DIST-STATUS,20230222,2023-12-21 05:53:50,0,0,100,200,0,0,NA,0,0,783,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230228T142221Z_20231221T055416Z_L8_30_v1_VEG-DIST-STATUS,20230228,2023-12-21 05:54:16,0,255,255,200,0,0,NA,0,0,783,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230301T142709Z_20231221T055444Z_S2B_30_v1_VEG-DIST-STATUS,20230301,2023-12-21 05:54:44,0,255,255,200,0,0,NA,0,0,783,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230306T142711Z_20231221T055512Z_S2A_30_v1_VEG-DIST-STATUS,20230306,2023-12-21 05:55:12,0,255,255,200,0,0,NA,0,0,783,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230307T142828Z_20231221T055539Z_L8_30_v1_VEG-DIST-STATUS,20230307,2023-12-21 05:55:39,0,255,255,200,0,0,NA,0,0,783,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230308T142227Z_20231221T055608Z_L9_30_v1_VEG-DIST-STATUS,20230308,2023-12-21 05:56:08,0,255,255,200,0,0,NA,0,0,783,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230311T142719Z_20231221T055637Z_S2B_30_v1_VEG-DIST-STATUS,20230311,2023-12-21 05:56:37,0,255,255,200,0,0,NA,0,0,783,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230315T142838Z_20231221T055705Z_L9_30_v1_VEG-DIST-STATUS,20230315,2023-12-21 05:57:05,0,255,255,200,0,0,NA,0,0,783,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230319T143731Z_20231221T055734Z_S2A_30_v1_VEG-DIST-STATUS,20230319,2023-12-21 05:57:34,0,255,255,200,0,0,NA,0,0,783,0,-1,0,0,NA,0,0,748
OPERA_L3_DIST-ALERT-HLS_T20LKJ_20230324T143729Z_20231221T055802Z_S2B_30_v1_VEG-DIST-STATUS,20230324,2023-12-21 05:58:02,0,255,255,200,0,0,NA,0,0,783,0,-1,0,0,NA,0,0,748
