granuleID,SensingTime,ProductionTime,VEG-DIST-STATUS,VEG-ANOM,VEG-IND,VEG-HIST,VEG-ANOM-MAX,VEG-DIST-CONF,VEG-DIST-DATE,VEG-DIST-COUNT,VEG-DIST-DUR,VEG-LAST-DATE,GEN-DIST-STATUS,GEN-ANOM,GEN-ANOM-MAX,GEN-DIST-CONF,GEN-DIST-DATE,GEN-DIST-COUNT,GEN-DIST-DUR,GEN-LAST-DATE
OPERA_L3_DIST-ALERT-HLS_T43UDQ_20230108T060231Z_20231222T003557Z_S2A_30_v1_VEG-DIST-STATUS,20230108,2023-12-22 00:35:57,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T43UDQ_20230110T055634Z_20231222T003617Z_L9_30_v1_VEG-DIST-STATUS,20230110,2023-12-22 00:36:17,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T43UDQ_20230111T055019Z_20231222T003637Z_L8_30_v1_VEG-DIST-STATUS,20230111,2023-12-22 00:36:37,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T43UDQ_20230111T061221Z_20231222T003655Z_S2A_30_v1_VEG-DIST-STATUS,20230111,2023-12-22 00:36:55,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T43UDQ_20230116T061209Z_20231222T003714Z_S2B_30_v1_VEG-DIST-STATUS,20230116,2023-12-22 00:37:14,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T43UDQ_20230118T055625Z_20231222T003731Z_L8_30_v1_VEG-DIST-STATUS,20230118,2023-12-22 00:37:31,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T43UDQ_20230118T060151Z_20231222T003750Z_S2A_30_v1_VEG-DIST-STATUS,20230118,2023-12-22 00:37:50,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T43UDQ_20230119T055016Z_20231222T003809Z_L9_30_v1_VEG-DIST-STATUS,20230119,2023-12-22 00:38:09,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T43UDQ_20230121T061151Z_20231222T003827Z_S2A_30_v1_VEG-DIST-STATUS,20230121,2023-12-22 00:38:27,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T43UDQ_20230123T060139Z_20231222T003847Z_S2B_30_v1_VEG-DIST-STATUS,20230123,2023-12-22 00:38:47,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T43UDQ_20230126T055632Z_20231222T003906Z_L9_30_v1_VEG-DIST-STATUS,20230126,2023-12-22 00:39:06,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
