granuleID,SensingTime,ProductionTime,VEG-DIST-STATUS,VEG-ANOM,VEG-IND,VEG-HIST,VEG-ANOM-MAX,VEG-DIST-CONF,VEG-DIST-DATE,VEG-DIST-COUNT,VEG-DIST-DUR,VEG-LAST-DATE,GEN-DIST-STATUS,GEN-ANOM,GEN-ANOM-MAX,GEN-DIST-CONF,GEN-DIST-DATE,GEN-DIST-COUNT,GEN-DIST-DUR,GEN-LAST-DATE
OPERA_L3_DIST-ALERT-HLS_T35LLC_20230102T081239Z_20231221T160243Z_S2B_30_v1_VEG-DIST-STATUS,20230102,2023-12-21 16:02:43,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T35LLC_20230105T082239Z_20231221T160254Z_S2B_30_v1_VEG-DIST-STATUS,20230105,2023-12-21 16:02:54,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T35LLC_20230105T082440Z_20231221T160305Z_L8_30_v1_VEG-DIST-STATUS,20230105,2023-12-21 16:03:05,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T35LLC_20230106T081831Z_20231221T160316Z_L9_30_v1_VEG-DIST-STATUS,20230106,2023-12-21 16:03:16,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T35LLC_20230112T081209Z_20231221T160327Z_S2B_30_v1_VEG-DIST-STATUS,20230112,2023-12-21 16:03:27,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T35LLC_20230113T082439Z_20231221T160339Z_L9_30_v1_VEG-DIST-STATUS,20230113,2023-12-21 16:03:39,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T35LLC_20230114T081824Z_20231221T160350Z_L8_30_v1_VEG-DIST-STATUS,20230114,2023-12-21 16:03:50,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T35LLC_20230115T082209Z_20231221T160402Z_S2B_30_v1_VEG-DIST-STATUS,20230115,2023-12-21 16:04:02,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T35LLC_20230117T081251Z_20231221T160414Z_S2A_30_v1_VEG-DIST-STATUS,20230117,2023-12-21 16:04:14,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T35LLC_20230120T082241Z_20231221T160425Z_S2A_30_v1_VEG-DIST-STATUS,20230120,2023-12-21 16:04:25,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
