granuleID,SensingTime,VEG-IND,VEG-ANOM,VBaseline,VBaselineCount,NDVI,NDVIbaseline
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231014T141709Z_20231221T044758Z_S2B_30_v1_VEG-DIST-STATUS,20231014,11,0,10,0,20,1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231017T142719Z_20231221T044809Z_S2B_30_v1_VEG-DIST-STATUS,20231017,255,255,11,0,17,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231019T141711Z_20231221T044820Z_S2A_30_v1_VEG-DIST-STATUS,20231019,11,0,11,0,19,1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231019T142127Z_20231221T044831Z_L8_30_v1_VEG-DIST-STATUS,20231019,13,0,11,0,19,1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231020T141523Z_20231221T044843Z_L9_30_v1_VEG-DIST-STATUS,20231020,255,255,11,0,17,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231022T142711Z_20231221T044854Z_S2A_30_v1_VEG-DIST-STATUS,20231022,255,255,11,0,17,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231024T141709Z_20231221T044905Z_S2B_30_v1_VEG-DIST-STATUS,20231024,255,255,11,0,17,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231027T142131Z_20231221T044916Z_L9_30_v1_VEG-DIST-STATUS,20231027,255,255,11,0,15,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231027T142719Z_20231221T044928Z_S2B_30_v1_VEG-DIST-STATUS,20231027,255,255,11,0,15,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231028T141521Z_20231221T044939Z_L8_30_v1_VEG-DIST-STATUS,20231028,14,0,11,0,15,0
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231029T141711Z_20231221T044950Z_S2A_30_v1_VEG-DIST-STATUS,20231029,12,0,11,0,16,1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231101T142711Z_20231222T210028Z_S2A_30_v1_VEG-DIST-STATUS,20231101,255,255,11,0,16,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231104T142130Z_20231222T210102Z_L8_30_v1_VEG-DIST-STATUS,20231104,13,0,11,0,19,1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231105T141517Z_20231222T210134Z_L9_30_v1_VEG-DIST-STATUS,20231105,13,0,11,0,20,0
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231108T141711Z_20231222T210208Z_S2A_30_v1_VEG-DIST-STATUS,20231108,12,0,11,0,24,1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231112T142129Z_20231222T210240Z_L9_30_v1_VEG-DIST-STATUS,20231112,255,255,11,0,23,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231113T141518Z_20231222T210313Z_L8_30_v1_VEG-DIST-STATUS,20231113,14,0,11,0,26,1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231113T141709Z_20231222T210346Z_S2B_30_v1_VEG-DIST-STATUS,20231113,12,0,11,0,26,1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231116T142709Z_20231222T210420Z_S2B_30_v1_VEG-DIST-STATUS,20231116,255,255,11,0,24,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231118T141711Z_20231222T210454Z_S2A_30_v1_VEG-DIST-STATUS,20231118,255,255,11,0,26,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231121T141524Z_20231222T210527Z_L9_30_v1_VEG-DIST-STATUS,20231121,255,255,11,0,27,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231121T142711Z_20231222T210602Z_S2A_30_v1_VEG-DIST-STATUS,20231121,255,255,11,0,27,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231123T141709Z_20231222T210637Z_S2B_30_v1_VEG-DIST-STATUS,20231123,13,0,11,0,28,1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231126T142709Z_20231222T210712Z_S2B_30_v1_VEG-DIST-STATUS,20231126,255,255,11,0,28,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231128T141701Z_20231222T210746Z_S2A_30_v1_VEG-DIST-STATUS,20231128,255,255,11,0,31,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231128T142137Z_20231222T210819Z_L9_30_v1_VEG-DIST-STATUS,20231128,255,255,11,0,31,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231129T141521Z_20231222T210855Z_L8_30_v1_VEG-DIST-STATUS,20231129,14,0,12,0,30,1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231201T142701Z_20231222T210931Z_S2A_30_v1_VEG-DIST-STATUS,20231201,255,255,12,0,30,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231203T141709Z_20231222T211006Z_S2B_30_v1_VEG-DIST-STATUS,20231203,13,0,12,0,31,1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231206T142124Z_20231222T211043Z_L8_30_v1_VEG-DIST-STATUS,20231206,14,0,14,0,28,3
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231206T142709Z_20231222T211120Z_S2B_30_v1_VEG-DIST-STATUS,20231206,255,255,14,0,28,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231207T141521Z_20231222T211158Z_L9_30_v1_VEG-DIST-STATUS,20231207,13,0,14,0,29,2
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231208T141701Z_20231222T211237Z_S2A_30_v1_VEG-DIST-STATUS,20231208,12,1,14,0,31,2
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231211T142711Z_20231222T211314Z_S2A_30_v1_VEG-DIST-STATUS,20231211,255,255,14,0,27,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231213T141709Z_20231222T211353Z_S2B_30_v1_VEG-DIST-STATUS,20231213,13,0,14,0,29,2
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231214T142137Z_20231222T211433Z_L9_30_v1_VEG-DIST-STATUS,20231214,17,0,14,0,27,1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231215T141519Z_20231222T211510Z_L8_30_v1_VEG-DIST-STATUS,20231215,17,0,14,0,27,1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231216T142709Z_20231222T211548Z_S2B_30_v1_VEG-DIST-STATUS,20231216,255,255,14,0,26,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231218T141711Z_20231222T211626Z_S2A_30_v1_VEG-DIST-STATUS,20231218,255,255,14,0,28,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231221T142711Z_20240102T205224Z_S2A_30_v1_VEG-DIST-STATUS,20231221,255,255,14,0,24,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231222T142132Z_20240102T205248Z_L8_30_v1_VEG-DIST-STATUS,20231222,15,0,14,0,23,1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231223T141528Z_20240102T205311Z_L9_30_v1_VEG-DIST-STATUS,20231223,255,255,14,0,26,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231223T141709Z_20240102T205334Z_S2B_30_v1_VEG-DIST-STATUS,20231223,255,255,14,0,26,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231226T142719Z_20240102T205357Z_S2B_30_v1_VEG-DIST-STATUS,20231226,255,255,14,0,25,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231228T141711Z_20240102T205421Z_S2A_30_v1_VEG-DIST-STATUS,20231228,255,255,14,0,24,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231230T142137Z_20240102T205444Z_L9_30_v1_VEG-DIST-STATUS,20231230,255,255,14,0,21,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231231T141516Z_20240104T140416Z_L8_30_v1_VEG-DIST-STATUS,20231231,255,255,14,0,21,-1
OPERA_L3_DIST-ALERT-HLS_T19HFC_20231231T142711Z_20240104T140449Z_S2A_30_v1_VEG-DIST-STATUS,20231231,255,255,14,0,21,-1
