granuleID,SensingTime,ProductionTime,VEG-DIST-STATUS,VEG-ANOM,VEG-IND,VEG-HIST,VEG-ANOM-MAX,VEG-DIST-CONF,VEG-DIST-DATE,VEG-DIST-COUNT,VEG-DIST-DUR,VEG-LAST-DATE,GEN-DIST-STATUS,GEN-ANOM,GEN-ANOM-MAX,GEN-DIST-CONF,GEN-DIST-DATE,GEN-DIST-COUNT,GEN-DIST-DUR,GEN-LAST-DATE
OPERA_L3_DIST-ALERT-HLS_T46WES_20230220T045642Z_20231222T030327Z_L8_30_v1_VEG-DIST-STATUS,20230220,2023-12-22 03:03:27,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230221T053841Z_20231222T030338Z_S2A_30_v1_VEG-DIST-STATUS,20230221,2023-12-22 03:03:38,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230222T050821Z_20231222T030349Z_S2A_30_v1_VEG-DIST-STATUS,20230222,2023-12-22 03:03:49,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230225T051444Z_20231222T030401Z_L8_30_v1_VEG-DIST-STATUS,20230225,2023-12-22 03:04:01,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230225T051801Z_20231222T030411Z_S2A_30_v1_VEG-DIST-STATUS,20230225,2023-12-22 03:04:11,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230226T050910Z_20231222T030422Z_L9_30_v1_VEG-DIST-STATUS,20230226,2023-12-22 03:04:22,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230226T053809Z_20231222T030433Z_S2B_30_v1_VEG-DIST-STATUS,20230226,2023-12-22 03:04:33,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230227T050222Z_20231222T030444Z_L8_30_v1_VEG-DIST-STATUS,20230227,2023-12-22 03:04:44,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230227T050749Z_20231222T030455Z_S2B_30_v1_VEG-DIST-STATUS,20230227,2023-12-22 03:04:55,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230303T053731Z_20231222T030506Z_S2A_30_v1_VEG-DIST-STATUS,20230303,2023-12-22 03:05:06,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230305T051454Z_20231222T030517Z_L9_30_v1_VEG-DIST-STATUS,20230305,2023-12-22 03:05:17,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230305T052719Z_20231222T030528Z_S2B_30_v1_VEG-DIST-STATUS,20230305,2023-12-22 03:05:28,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230306T050831Z_20231222T030538Z_L8_30_v1_VEG-DIST-STATUS,20230306,2023-12-22 03:05:38,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230308T053659Z_20231222T030549Z_S2B_30_v1_VEG-DIST-STATUS,20230308,2023-12-22 03:05:49,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230310T052641Z_20231222T030600Z_S2A_30_v1_VEG-DIST-STATUS,20230310,2023-12-22 03:06:00,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230313T051439Z_20231222T030611Z_L8_30_v1_VEG-DIST-STATUS,20230313,2023-12-22 03:06:11,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230314T050839Z_20231222T030622Z_L9_30_v1_VEG-DIST-STATUS,20230314,2023-12-22 03:06:22,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230315T050217Z_20231222T030632Z_L8_30_v1_VEG-DIST-STATUS,20230315,2023-12-22 03:06:32,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T46WES_20230315T052649Z_20231222T030643Z_S2B_30_v1_VEG-DIST-STATUS,20230315,2023-12-22 03:06:43,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
